coronavirus,0.13686583890427817
corona,0.13190406374258973
covid_19,0.12831666798339092
covid19,0.12799650067592966
love,0.12750473085476668
quarantine,0.1273385418077179
stayhome,0.12574938757834103
instagood,0.125209792754626
art,0.12383117256106416
instagram,0.12344029172652295
picoftheday,0.1193400830233498
photooftheday,0.11891556095323091
covid,0.11869528389516273
photography,0.11864518115445688
virus,0.1186077927307903
fashion,0.11624746428985783
stayathome,0.11580917344685471
life,0.11529288685992001
staysafe,0.11328149622750966
artist,0.11148148150636446
socialdistancing,0.11066857212401267
nature,0.11014822875839705
music,0.10880946663809708
follow,0.10855965746455934
likeforlikes,0.10843196610338499
design,0.10799887386053257
cute,0.10737755278811155
like,0.10606469006404752
beautiful,0.1058142799257373
2020,0.1048499664726813
style,0.10357624120500986
followme,0.1031811596017338
yomequedoencasa,0.10272830575842967
fun,0.1024933159717244
quedateencasa,0.10245137770587422
repost,0.10228810906931861
italy,0.10227224068774968
me,0.10198295222593606
followforfollowback,0.1017249667455689
girl,0.10171272554722688
health,0.10090879918063915
fitness,0.10088527089549619
lockdown,0.10036955532533745
tbt,0.10026231953800417
instadaily,0.09954698780745638
tiktok,0.09874327125104385
travel,0.09851477143368445
india,0.09817382976876904
model,0.09789343957453665
covıd19,0.09707692296686461
drawing,0.09644004736226677
pandemic,0.09573675869943621
happy,0.09512447771624816
smile,0.09318114884043872
food,0.09297606532867189
goodvibes,0.09282407577208432
instalike,0.09237628218143179
cuarentena,0.09195547447215972
beauty,0.09165926548939553
explore,0.09119324326640424
family,0.0908631946197301
iorestoacasa,0.09073088301167315
china,0.0904994341844561
photo,0.0902001981875278
memes,0.08912216838873847
selfie,0.08893002395711148
funny,0.08731793216266988
illustration,0.08690587828233118
coronamemes,0.08638848700579922
lifestyle,0.08628518407135195
friends,0.08552365905147452
photographer,0.08551082700727905
motivation,0.08382441561785035
blogger,0.08112270061155992
viral,0.08092294292469804
mask,0.08013375190784186
travelphotography,0.0793397102261399
meme,0.07924709383457484
like4like,0.07829538234754638
italia,0.07807714661933966
digitalart,0.07663649597131174
comedy,0.07629340082034286
artwork,0.07559565051375702
confinement,0.07458109656581116
artistsoninstagram,0.07334981747662081
pandemia,0.07260110474673918
sketch,0.07249417244537229
newyork,0.07233823775699029
spring,0.0717650181954846
peace,0.07132237724004185
paris,0.07045410069741581
like4likes,0.07011620095116111
quarentena,0.06963882852455393
explorepage,0.06854784092119738
likeforfollow,0.06737233703982007
happiness,0.06732700050612167
draw,0.0655762343834003
streetphotography,0.06241542742511367
humor,0.06161416840277675
quarantinelife,0.059838975755458275
youtube,0.05802135534286469
instaart,0.056241326449734924
коронавирус,0.05555950244513807
artoftheday,0.05442752639619986
funnymemes,0.05418585204372214
sketchbook,0.05376690470491083
selflove,0.05355594988615715
selfcare,0.049965345468712626
fiqueemcasa,0.04917143329951901
memesdaily,0.048482910807712755
support,0.04702760784398404
dankmemes,0.043988872626446365
anxiety,0.0406346914201803
quoteoftheday,0.03885495781012569
mentalhealth,0.03858834354621735
mindfulness,0.03644661720440332
shanghai,0.035751146818827156
saude,0.03284056731792926
psychology,0.028132654096748737
depression,0.02696196718176479
therapy,0.024495269969644212
facts,0.024165527813014627
کرونا,0.02295683911237087
ufo,0.021547984417737573
alien,0.021241705595145505
feminism,0.01705273472025712
facebook,0.016133083109675067
کروناویروس,0.012278048490364412
السعودية,0.012165036071992024
mentalhealthawareness,0.012034959319552724
mentalhealthawarenessweek,0.012034959319552724
suicide,0.012034959319552724
mentalhealthsupport,0.012034959319552724
psych,0.012034959319552724
therapistsofinstagram,0.012034959319552724
suicidepreventation,0.012034959319552724
psychotherapy,0.012034959319552724
psychotherapis,0.012034959319552724
mytherapistsays,0.012034959319552724
psychologicalcounseling,0.012034959319552724
advice,0.012034959319552724
therapistproblems,0.012034959319552724
takeiteasy,0.012034959319552724
مصر,0.011484782544704416
spaceship,0.009956612527821826
الامارات,0.009718714708172649
کرونا_ویروس,0.009527526763435655
ancientaliens,0.009299368134651868
كورونا,0.008648179812852716
اكسبلورر,0.008648179812852716
قطر,0.00689590424537519
كرونا,0.00689590424537519
كويت,0.00689590424537519
البحرين,0.00689590424537519
حجر,0.00689590424537519
صحي,0.00689590424537519
حجر_صحي,0.00689590424537519
وزارة,0.00689590424537519
الصحة,0.00689590424537519
وزارة_الصحة_الكويت,0.00689590424537519
حظر_التجول,0.00689590424537519
ضحك,0.00689590424537519
magras,0.005894527809299014
nutricaosaudavel,0.005894527809299014
leica,0.005660294164368915
s4,0.005232147842002755
contacttour,0.005232147842002755
ufos,0.005232147842002755
uap,0.005232147842002755
ufologia,0.005232147842002755
area51,0.005232147842002755
unidentifiedflyingobject,0.005232147842002755
